fold,feature,importance
5,MagpieData mode NdUnfilled,6.086167233706286e-05
5,MagpieData maximum NUnfilled,3.499424449191033e-05
5,MagpieData range NUnfilled,7.859213720760493e-05
5,MagpieData mean NUnfilled,0.0006366198163465244
5,MagpieData avg_dev NUnfilled,0.0008945843170677577
5,MagpieData mode NUnfilled,5.4921353766630456e-05
5,MagpieData maximum GSvolume_pa,4.547156003283373e-05
5,MagpieData range GSvolume_pa,2.9720207022141024e-05
5,MagpieData mean GSvolume_pa,0.0006629241528377697
5,MagpieData avg_dev GSvolume_pa,0.0010890888215506114
5,MagpieData mode GSvolume_pa,9.15015087210842e-05
5,avg d valence electrons,0.0005014181447000008
5,avg f valence electrons,0.0007313244374924603
5,frac s valence electrons,0.0008349334182458611
5,frac d valence electrons,0.0004471211206922573
5,frac f valence electrons,0.0004899493721954097
5,density,0.8380227635909249
5,vpa,0.03706595758271847
5,packing fraction,0.03793423829022808
5,spacegroup_num,0.0025404564643984953
5,crystal_system_int,0.000878790804255847
5,n_symmetry_ops,0.0015265607041006655
5,ChemEnv_mean_I:12,0.0004899974930910627
5,ChemEnv_mean_C:12,0.005843732429876635
5,ChemEnv_mean_AC:12,0.00988287920593898
5,ChemEnv_std_AC:12,0.0027753137331044853
5,ChemEnv_min_I:12,0.0005945051481657019
5,ChemEnv_min_C:12,0.0054670734890011835
5,ChemEnv_min_AC:12,0.004542858618484835
5,ChemEnv_max_BO_1:8,0.001908203438678517
5,ChemEnv_max_I:12,0.001032567719613283
5,ChemEnv_max_C:12,0.006045625161695734
5,ChemEnv_max_AC:12,0.007151935944956603
