fold,feature,importance
3,ChemEnv_mean_S:4,4.972001288952153e-05
3,ChemEnv_mean_SY:4,6.892371788097595e-05
3,ChemEnv_mean_SS:4,0.0
3,ChemEnv_mean_PP:5,0.0
3,ChemEnv_mean_S:5,0.006903581758356091
3,ChemEnv_mean_T:5,0.0008704097630827552
3,ChemEnv_mean_O:6,0.0010393002858736292
3,ChemEnv_mean_T:6,0.00014474370960945393
3,ChemEnv_mean_PP:6,0.0
3,ChemEnv_mean_PB:7,0.0
3,ChemEnv_mean_ST:7,3.7295523664405343e-06
3,ChemEnv_mean_ET:7,0.0
3,ChemEnv_mean_FO:7,0.0
3,ChemEnv_mean_C:8,0.0002246569678091229
3,ChemEnv_mean_SA:8,9.597120571895394e-06
3,ChemEnv_mean_SBT:8,1.3520291835729412e-05
3,ChemEnv_mean_TBT:8,0.0
3,ChemEnv_mean_DD:8,8.512529013944527e-06
3,ChemEnv_mean_DDPN:8,0.0009182476467042263
3,ChemEnv_mean_HB:8,9.364812714424756e-06
3,ChemEnv_mean_BO_1:8,1.51866936556582e-05
3,ChemEnv_mean_BO_2:8,0.0
3,ChemEnv_mean_BO_3:8,0.00021540101728127357
3,ChemEnv_mean_TC:9,0.0
3,ChemEnv_mean_TT_1:9,0.0
3,ChemEnv_mean_TT_2:9,0.0006981439544430781
3,ChemEnv_mean_TT_3:9,8.72534350292048e-06
3,ChemEnv_mean_TI:9,0.0
3,ChemEnv_mean_SMA:9,0.0
3,ChemEnv_mean_SS:9,0.0
3,ChemEnv_mean_TO_1:9,0.0
3,ChemEnv_mean_TO_2:9,2.6511554171050696e-07
3,ChemEnv_mean_TO_3:9,0.0
3,ChemEnv_mean_PP:10,0.0
3,ChemEnv_mean_PA:10,0.001466175397632605
3,ChemEnv_mean_SBSA:10,5.76065903551754e-07
3,ChemEnv_mean_MI:10,0.0049776422892390555
3,ChemEnv_mean_BS_1:10,5.790772930635874e-05
3,ChemEnv_mean_BS_2:10,4.932043912804858e-07
3,ChemEnv_mean_TBSA:10,0.0
3,ChemEnv_mean_PCPA:11,5.241047734536616e-07
3,ChemEnv_mean_H:11,4.4460678509496213e-07
3,ChemEnv_mean_DI:11,0.0
3,ChemEnv_mean_I:12,0.0005628600624043138
3,ChemEnv_mean_PBP:12,0.0
3,ChemEnv_mean_TT:12,0.0001796555453636623
3,ChemEnv_mean_C:12,0.013886261306850185
3,ChemEnv_mean_AC:12,0.018433209296274584
3,ChemEnv_mean_HP:12,0.0
3,ChemEnv_mean_HA:12,0.0
3,ChemEnv_std_S:1,1.4421189436944667e-05
3,ChemEnv_std_L:2,0.0005409433717390649
3,ChemEnv_std_A:2,1.9348440617956114e-06
3,ChemEnv_std_TL:3,1.3790411519329008e-06
3,ChemEnv_std_TY:3,7.678766162383746e-07
3,ChemEnv_std_TS:3,3.3404260241737127e-06
